score,va_value,peer_mean,peer_std,percentile,inverted,measure,component,virginia_region_key,virginia_region_name
118.17590768408,11.732913646551072,10.827367140912433,4.98212535724856,55.55555555555556,False,employment_growth_pct,Component 1: Growth Index,51_1,Southwest Virginia
42.75046774961686,93737.0,149740.0,97822.6333012969,33.33333333333333,False,private_employment_2022,Component 1: Growth Index,51_1,Southwest Virginia
222.25226290250342,13.4915789886933,11.06027697761915,1.9887582882724402,100.0,False,wage_growth_pct,Component 1: Growth Index,51_1,Southwest Virginia
-46.739272555348464,-11.297560975609755,-1.9426167454943435,6.375215078558352,11.11111111111111,False,hh_children_growth_pct,Component 1: Growth Index,51_1,Southwest Virginia
-49.8733040306783,2.9809495263521097,15.224086028274067,8.16899085604722,11.11111111111111,False,dir_income_growth_pct,Component 1: Growth Index,51_1,Southwest Virginia
57.3132123500347,,,,,False,COMPONENT_AVERAGE,Component 1: Growth Index,51_1,Southwest Virginia
-34.424695402948544,0.0027577572040335,0.0032466588509410376,0.0003636992782033216,22.22222222222222,False,entrepreneurial_activity,Component 2: Economic Opportunity & Diversity,51_1,Southwest Virginia
-56.81951050383606,1538.5473962425888,3354.247924251923,1157.8282078395591,11.11111111111111,False,proprietors_per_1000,Component 2: Economic Opportunity & Diversity,51_1,Southwest Virginia
44.00204418067916,18.832081728914087,19.909526520070585,1.9240787907203392,33.33333333333333,False,establishments_per_1000,Component 2: Economic Opportunity & Diversity,51_1,Southwest Virginia
64.15624684134195,0.8741919071463344,0.8801605136958426,0.01665173432896057,44.44444444444444,False,industry_diversity,Component 2: Economic Opportunity & Diversity,51_1,Southwest Virginia
-70.77640873161911,0.6266810231926305,0.6537683292143799,0.015861269260157573,11.11111111111111,False,occupation_diversity,Component 2: Economic Opportunity & Diversity,51_1,Southwest Virginia
38.74054339803278,73.97449284009546,76.79214344160647,4.599535741589523,33.33333333333333,False,nonemployer_share,Component 2: Economic Opportunity & Diversity,51_1,Southwest Virginia
-13.151163358041032,68.87102456983024,72.20687385002248,2.9481352035565926,22.22222222222222,False,telecommuter_pct,Component 2: Economic Opportunity & Diversity,51_1,Southwest Virginia
-4.038991939484409,,,,,False,COMPONENT_AVERAGE,Component 2: Economic Opportunity & Diversity,51_1,Southwest Virginia
-27.98303742252388,3.6081465522521614,6.686194584272545,2.4050437417409465,11.11111111111111,False,proprietor_income_pct,Component 3: Other Prosperity,51_1,Southwest Virginia
231.6655605231664,0.1076018978807997,0.18155569397889496,0.056167911946179115,11.11111111111111,True,income_stability_cv,Component 3: Other Prosperity,51_1,Southwest Virginia
